Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0002173	Mcavernosa29650-RA	Pocillopora_acuta_HIv1_PredGene_g20595.t1, Pocillopora_acuta_HIv1_PredGene_g10776.t1, Pocillopora_acuta_HIv1_PredGene_g14185.t1
OG0002176	Mcavernosa21870-RA	Pocillopora_acuta_HIv1_PredGene_g16936.t1, Pocillopora_acuta_HIv1_PredGene_g16936.t2, Pocillopora_acuta_HIv1_PredGene_20257_t, Pocillopora_acuta_HIv1_PredGene_g26058.t1
OG0002177	Mcavernosa12500-RA, Mcavernosa02828-RA	Pocillopora_acuta_HIv1_PredGene_g26238.t1, Pocillopora_acuta_HIv1_PredGene_g27282.t1, Pocillopora_acuta_HIv1_PredGene_g26237.t1, Pocillopora_acuta_HIv1_PredGene_g26236.t1
OG0002180	Mcavernosa03527-RA, Mcavernosa03528-RA, Mcavernosa03529-RA, Mcavernosa32895-RA	Pocillopora_acuta_HIv1_PredGene_g31584.t1
OG0002181	Mcavernosa30730-RA	Pocillopora_acuta_HIv1_PredGene_g28327.t1
OG0002182	Mcavernosa30194-RA	Pocillopora_acuta_HIv1_PredGene_g1834.t1, Pocillopora_acuta_HIv1_PredGene_g1833.t1
OG0002183	Mcavernosa10275-RA	Pocillopora_acuta_HIv1_PredGene_g3556.t1
OG0002183	Mcavernosa31809-RA	Pocillopora_acuta_HIv1_PredGene_g15434.t1
OG0002184	Mcavernosa00431-RA	Pocillopora_acuta_HIv1_PredGene_g19305.t1, Pocillopora_acuta_HIv1_PredGene_g2417.t1, Pocillopora_acuta_HIv1_PredGene_g6378.t1, Pocillopora_acuta_HIv1_PredGene_g28871.t1, Pocillopora_acuta_HIv1_PredGene_g17316.t1, Pocillopora_acuta_HIv1_PredGene_g29717.t1
OG0002185	Mcavernosa00433-RA	Pocillopora_acuta_HIv1_PredGene_g6382.t1, Pocillopora_acuta_HIv1_PredGene_29124_t, Pocillopora_acuta_HIv1_PredGene_g28868.t1
OG0002186	Mcavernosa27913-RA	Pocillopora_acuta_HIv1_PredGene_g24349.t2, Pocillopora_acuta_HIv1_PredGene_g24349.t1, Pocillopora_acuta_HIv1_PredGene_g5946.t1, Pocillopora_acuta_HIv1_PredGene_g5946.t2, Pocillopora_acuta_HIv1_PredGene_g24352.t1, Pocillopora_acuta_HIv1_PredGene_g24353.t1
OG0002188	Mcavernosa21241-RA	Pocillopora_acuta_HIv1_PredGene_g31608.t1
OG0002189	Mcavernosa11468-RA, Mcavernosa11467-RA, Mcavernosa34105-RA	Pocillopora_acuta_HIv1_PredGene_g16618.t1, Pocillopora_acuta_HIv1_PredGene_g20004.t1
OG0002191	Mcavernosa06644-RA	Pocillopora_acuta_HIv1_PredGene_g18424.t3
OG0002192	Mcavernosa34793-RA	Pocillopora_acuta_HIv1_PredGene_g3419.t1, Pocillopora_acuta_HIv1_PredGene_g3417.t1, Pocillopora_acuta_HIv1_PredGene_g3416.t1, Pocillopora_acuta_HIv1_PredGene_g3414.t1, Pocillopora_acuta_HIv1_PredGene_g3414.t2
OG0002193	Mcavernosa24119-RA	Pocillopora_acuta_HIv1_PredGene_g33486.t1, Pocillopora_acuta_HIv1_PredGene_16672_t
OG0002193	Mcavernosa24118-RA	Pocillopora_acuta_HIv1_PredGene_g33487.t1
OG0002195	Mcavernosa15659-RA	Pocillopora_acuta_HIv1_PredGene_g11449.t1, Pocillopora_acuta_HIv1_PredGene_g24929.t1, Pocillopora_acuta_HIv1_PredGene_g24925.t1
OG0002196	Mcavernosa19972-RA	Pocillopora_acuta_HIv1_PredGene_g801.t1
OG0002197	Mcavernosa01382-RA	Pocillopora_acuta_HIv1_PredGene_g7085.t1, Pocillopora_acuta_HIv1_PredGene_g7086.t1, Pocillopora_acuta_HIv1_PredGene_83_t, Pocillopora_acuta_HIv1_PredGene_g7087.t1, Pocillopora_acuta_HIv1_PredGene_g7088.t1
OG0002198	Mcavernosa09064-RA	Pocillopora_acuta_HIv1_PredGene_g11874.t2, Pocillopora_acuta_HIv1_PredGene_g11874.t1, Pocillopora_acuta_HIv1_PredGene_g11874.t3
OG0002199	Mcavernosa24610-RA	Pocillopora_acuta_HIv1_PredGene_g20375.t1
OG0002200	Mcavernosa10834-RA	Pocillopora_acuta_HIv1_PredGene_g9387.t1, Pocillopora_acuta_HIv1_PredGene_g12195.t1
OG0002201	Mcavernosa20731-RA	Pocillopora_acuta_HIv1_PredGene_g6133.t2, Pocillopora_acuta_HIv1_PredGene_g6133.t3, Pocillopora_acuta_HIv1_PredGene_g6133.t1
OG0002203	Mcavernosa12930-RA	Pocillopora_acuta_HIv1_PredGene_g641.t1, Pocillopora_acuta_HIv1_PredGene_g30492.t1, Pocillopora_acuta_HIv1_PredGene_g30492.t2
OG0002206	Mcavernosa05278-RA	Pocillopora_acuta_HIv1_PredGene_g4433.t1, Pocillopora_acuta_HIv1_PredGene_g4434.t1
OG0002208	Mcavernosa23988-RA, Mcavernosa19843-RA	Pocillopora_acuta_HIv1_PredGene_g31944.t1
OG0002208	Mcavernosa32241-RA	Pocillopora_acuta_HIv1_PredGene_g31943.t1
OG0002209	Mcavernosa14912-RA	Pocillopora_acuta_HIv1_PredGene_g4754.t2, Pocillopora_acuta_HIv1_PredGene_g4754.t1
OG0002210	Mcavernosa08039-RA, Mcavernosa33442-RA	Pocillopora_acuta_HIv1_PredGene_g7234.t2, Pocillopora_acuta_HIv1_PredGene_g7234.t1
OG0002212	Mcavernosa31143-RA	Pocillopora_acuta_HIv1_PredGene_g268.t1
OG0002213	Mcavernosa34768-RA	Pocillopora_acuta_HIv1_PredGene_20031_t, Pocillopora_acuta_HIv1_PredGene_g32365.t1
OG0002214	Mcavernosa01376-RA	Pocillopora_acuta_HIv1_PredGene_g7093.t3, Pocillopora_acuta_HIv1_PredGene_g7093.t2, Pocillopora_acuta_HIv1_PredGene_g7093.t1
OG0002215	Mcavernosa07256-RA	Pocillopora_acuta_HIv1_PredGene_g18497.t1
OG0002215	Mcavernosa03727-RA	Pocillopora_acuta_HIv1_PredGene_g11052.t1
OG0002216	Mcavernosa09071-RA	Pocillopora_acuta_HIv1_PredGene_g11867.t1, Pocillopora_acuta_HIv1_PredGene_g11867.t2
OG0002217	Mcavernosa33290-RA, Mcavernosa33289-RA, Mcavernosa33287-RA, Mcavernosa30636-RA	Pocillopora_acuta_HIv1_PredGene_g5781.t1
OG0002218	Mcavernosa02673-RA	Pocillopora_acuta_HIv1_PredGene_g30793.t1, Pocillopora_acuta_HIv1_PredGene_g3472.t1, Pocillopora_acuta_HIv1_PredGene_23373_t, Pocillopora_acuta_HIv1_PredGene_g3471.t1, Pocillopora_acuta_HIv1_PredGene_g30792.t1
OG0002219	Mcavernosa02671-RA	Pocillopora_acuta_HIv1_PredGene_g30795.t1, Pocillopora_acuta_HIv1_PredGene_g30795.t2, Pocillopora_acuta_HIv1_PredGene_14283_t, Pocillopora_acuta_HIv1_PredGene_23376_t, Pocillopora_acuta_HIv1_PredGene_g3474.t1, Pocillopora_acuta_HIv1_PredGene_g3474.t2
OG0002220	Mcavernosa03442-RA, Mcavernosa03438-RA	Pocillopora_acuta_HIv1_PredGene_g11502.t1, Pocillopora_acuta_HIv1_PredGene_g14530.t1
OG0002221	Mcavernosa09056-RA	Pocillopora_acuta_HIv1_PredGene_g27299.t3, Pocillopora_acuta_HIv1_PredGene_g27299.t2, Pocillopora_acuta_HIv1_PredGene_g27299.t1
OG0002222	Mcavernosa09053-RA	Pocillopora_acuta_HIv1_PredGene_g27301.t2, Pocillopora_acuta_HIv1_PredGene_g27301.t1, Pocillopora_acuta_HIv1_PredGene_g27301.t4
OG0002223	Mcavernosa29743-RA, Mcavernosa29745-RA, Mcavernosa29746-RA	Pocillopora_acuta_HIv1_PredGene_g18990.t1
OG0002224	Mcavernosa18145-RA, Mcavernosa01129-RA, Mcavernosa01128-RA	Pocillopora_acuta_HIv1_PredGene_g31557.t1
OG0002227	Mcavernosa25190-RA	Pocillopora_acuta_HIv1_PredGene_g29748.t1, Pocillopora_acuta_HIv1_PredGene_g29748.t2
OG0002227	Mcavernosa25188-RA	Pocillopora_acuta_HIv1_PredGene_g29749.t2, Pocillopora_acuta_HIv1_PredGene_g29749.t3
OG0002228	Mcavernosa25191-RA	Pocillopora_acuta_HIv1_PredGene_g17290.t1, Pocillopora_acuta_HIv1_PredGene_g29747.t1
OG0002230	Mcavernosa11985-RA, Mcavernosa11983-RA, Mcavernosa11984-RA	Pocillopora_acuta_HIv1_PredGene_27544_t, Pocillopora_acuta_HIv1_PredGene_g32605.t1
OG0002231	Mcavernosa11629-RA	Pocillopora_acuta_HIv1_PredGene_g5696.t1
OG0002232	Mcavernosa17099-RA, Mcavernosa17105-RA	Pocillopora_acuta_HIv1_PredGene_g27700.t1, Pocillopora_acuta_HIv1_PredGene_31062_t, Pocillopora_acuta_HIv1_PredGene_28533_t, Pocillopora_acuta_HIv1_PredGene_g33623.t1
OG0002233	Mcavernosa16434-RA	Pocillopora_acuta_HIv1_PredGene_g29294.t1
OG0002234	Mcavernosa12588-RA	Pocillopora_acuta_HIv1_PredGene_g18718.t1
OG0002234	Mcavernosa02416-RA	Pocillopora_acuta_HIv1_PredGene_g27198.t1
OG0002235	Mcavernosa18178-RA	Pocillopora_acuta_HIv1_PredGene_g3680.t1
OG0002235	Mcavernosa12138-RA	Pocillopora_acuta_HIv1_PredGene_g3677.t1
OG0002236	Mcavernosa27984-RA, Mcavernosa27985-RA	Pocillopora_acuta_HIv1_PredGene_g30527.t1
OG0002237	Mcavernosa26418-RA	Pocillopora_acuta_HIv1_PredGene_g7368.t1, Pocillopora_acuta_HIv1_PredGene_g7368.t2, Pocillopora_acuta_HIv1_PredGene_g7368.t3
OG0002241	Mcavernosa16353-RA	Pocillopora_acuta_HIv1_PredGene_g26900.t1
OG0002242	Mcavernosa25297-RA, Mcavernosa14630-RA, Mcavernosa30868-RA	Pocillopora_acuta_HIv1_PredGene_g14558.t1, Pocillopora_acuta_HIv1_PredGene_g28352.t1, Pocillopora_acuta_HIv1_PredGene_g28354.t1, Pocillopora_acuta_HIv1_PredGene_g14553.t1
OG0002244	Mcavernosa31737-RA	Pocillopora_acuta_HIv1_PredGene_g9779.t1, Pocillopora_acuta_HIv1_PredGene_g2904.t1
OG0002245	Mcavernosa05535-RA	Pocillopora_acuta_HIv1_PredGene_g21504.t1, Pocillopora_acuta_HIv1_PredGene_g21505.t1
OG0002251	Mcavernosa01932-RA, Mcavernosa34960-RA, Mcavernosa30487-RA, Mcavernosa14212-RA	Pocillopora_acuta_HIv1_PredGene_g24793.t1, Pocillopora_acuta_HIv1_PredGene_g29205.t1
OG0002253	Mcavernosa07296-RA	Pocillopora_acuta_HIv1_PredGene_23915_t, Pocillopora_acuta_HIv1_PredGene_g13811.t2, Pocillopora_acuta_HIv1_PredGene_g13811.t1
OG0002257	Mcavernosa05390-RA	Pocillopora_acuta_HIv1_PredGene_g5139.t1, Pocillopora_acuta_HIv1_PredGene_4782_t
OG0002258	Mcavernosa26845-RA	Pocillopora_acuta_HIv1_PredGene_g11830.t1, Pocillopora_acuta_HIv1_PredGene_g28694.t1, Pocillopora_acuta_HIv1_PredGene_g28686.t1, Pocillopora_acuta_HIv1_PredGene_g11825.t1, Pocillopora_acuta_HIv1_PredGene_g33278.t1, Pocillopora_acuta_HIv1_PredGene_g33278.t2
OG0002259	Mcavernosa33194-RA, Mcavernosa00479-RA	Pocillopora_acuta_HIv1_PredGene_g24955.t1, Pocillopora_acuta_HIv1_PredGene_12689_t
OG0002260	Mcavernosa06899-RA	Pocillopora_acuta_HIv1_PredGene_2177_t, Pocillopora_acuta_HIv1_PredGene_g18278.t1
OG0002262	Mcavernosa26368-RA	Pocillopora_acuta_HIv1_PredGene_g21401.t1, Pocillopora_acuta_HIv1_PredGene_g21405.t1, Pocillopora_acuta_HIv1_PredGene_g21406.t1, Pocillopora_acuta_HIv1_PredGene_g21402.t1
OG0002263	Mcavernosa20633-RA	Pocillopora_acuta_HIv1_PredGene_g12835.t1, Pocillopora_acuta_HIv1_PredGene_g12836.t1, Pocillopora_acuta_HIv1_PredGene_9321_t
OG0002268	Mcavernosa19833-RA	Pocillopora_acuta_HIv1_PredGene_18573_t, Pocillopora_acuta_HIv1_PredGene_g22424.t1, Pocillopora_acuta_HIv1_PredGene_g13020.t1, Pocillopora_acuta_HIv1_PredGene_25094_t
OG0002270	Mcavernosa31628-RA	Pocillopora_acuta_HIv1_PredGene_g7372.t1
OG0002273	Mcavernosa23613-RA	Pocillopora_acuta_HIv1_PredGene_g22733.t1, Pocillopora_acuta_HIv1_PredGene_g22732.t2, Pocillopora_acuta_HIv1_PredGene_g22732.t1
OG0002274	Mcavernosa04859-RA	Pocillopora_acuta_HIv1_PredGene_23675_t, Pocillopora_acuta_HIv1_PredGene_g12151.t1, Pocillopora_acuta_HIv1_PredGene_g12151.t2, Pocillopora_acuta_HIv1_PredGene_g12151.t3
OG0002275	Mcavernosa16999-RA	Pocillopora_acuta_HIv1_PredGene_g31087.t1
OG0002275	Mcavernosa33400-RA	Pocillopora_acuta_HIv1_PredGene_g12677.t1
OG0002276	Mcavernosa25442-RA	Pocillopora_acuta_HIv1_PredGene_g1466.t1
OG0002278	Mcavernosa23778-RA, Mcavernosa29123-RA, Mcavernosa09246-RA	Pocillopora_acuta_HIv1_PredGene_g14448.t1, Pocillopora_acuta_HIv1_PredGene_g4862.t1, Pocillopora_acuta_HIv1_PredGene_g230.t1, Pocillopora_acuta_HIv1_PredGene_g33315.t1
OG0002279	Mcavernosa04237-RA	Pocillopora_acuta_HIv1_PredGene_g4214.t1
OG0002281	Mcavernosa29928-RA	Pocillopora_acuta_HIv1_PredGene_g8974.t1
OG0002282	Mcavernosa02297-RA	Pocillopora_acuta_HIv1_PredGene_g8964.t1, Pocillopora_acuta_HIv1_PredGene_g8964.t2, Pocillopora_acuta_HIv1_PredGene_g8962.t1
OG0002282	Mcavernosa02299-RA	Pocillopora_acuta_HIv1_PredGene_g8961.t1
OG0002283	Mcavernosa21678-RA	Pocillopora_acuta_HIv1_PredGene_g17015.t1
OG0002284	Mcavernosa11691-RA, Mcavernosa11693-RA, Mcavernosa11692-RA, Mcavernosa26961-RA	Pocillopora_acuta_HIv1_PredGene_g25906.t1, Pocillopora_acuta_HIv1_PredGene_g23316.t1
OG0002285	Mcavernosa14021-RA, Mcavernosa14024-RA	Pocillopora_acuta_HIv1_PredGene_g19655.t1
OG0002286	Mcavernosa08239-RA	Pocillopora_acuta_HIv1_PredGene_g26811.t1, Pocillopora_acuta_HIv1_PredGene_g26809.t1, Pocillopora_acuta_HIv1_PredGene_g26809.t2
OG0002289	Mcavernosa21825-RA, Mcavernosa21822-RA, Mcavernosa21824-RA	Pocillopora_acuta_HIv1_PredGene_g3995.t1
OG0002291	Mcavernosa22477-RA	Pocillopora_acuta_HIv1_PredGene_6296_t, Pocillopora_acuta_HIv1_PredGene_g24765.t1
OG0002292	Mcavernosa09042-RA	Pocillopora_acuta_HIv1_PredGene_g31344.t1, Pocillopora_acuta_HIv1_PredGene_g31344.t3
OG0002293	Mcavernosa33470-RA	Pocillopora_acuta_HIv1_PredGene_g9521.t1, Pocillopora_acuta_HIv1_PredGene_g25292.t2, Pocillopora_acuta_HIv1_PredGene_g25292.t1, Pocillopora_acuta_HIv1_PredGene_g29197.t1, Pocillopora_acuta_HIv1_PredGene_g4152.t1
OG0002294	Mcavernosa34641-RA	Pocillopora_acuta_HIv1_PredGene_g30077.t1
OG0002295	Mcavernosa00935-RA	Pocillopora_acuta_HIv1_PredGene_g15977.t1
OG0002296	Mcavernosa17632-RA	Pocillopora_acuta_HIv1_PredGene_g5703.t1
OG0002297	Mcavernosa17629-RA	Pocillopora_acuta_HIv1_PredGene_g5707.t1
OG0002300	Mcavernosa10896-RA	Pocillopora_acuta_HIv1_PredGene_g29700.t1, Pocillopora_acuta_HIv1_PredGene_g29692.t1, Pocillopora_acuta_HIv1_PredGene_g17327.t1, Pocillopora_acuta_HIv1_PredGene_g17329.t1, Pocillopora_acuta_HIv1_PredGene_g29704.t1
OG0002301	Mcavernosa19279-RA	Pocillopora_acuta_HIv1_PredGene_g6898.t1
OG0002302	Mcavernosa09478-RA	Pocillopora_acuta_HIv1_PredGene_g7134.t1, Pocillopora_acuta_HIv1_PredGene_125_t
OG0002303	Mcavernosa28616-RA, Mcavernosa28617-RA, Mcavernosa28619-RA	Pocillopora_acuta_HIv1_PredGene_g9065.t1
OG0002304	Mcavernosa11929-RA	Pocillopora_acuta_HIv1_PredGene_3603_t
OG0002304	Mcavernosa12263-RA, Mcavernosa12258-RA	Pocillopora_acuta_HIv1_PredGene_g11791.t1
OG0002305	Mcavernosa28075-RA	Pocillopora_acuta_HIv1_PredGene_g26886.t1
OG0002306	Mcavernosa05702-RA	Pocillopora_acuta_HIv1_PredGene_g27748.t2
OG0002306	Mcavernosa05708-RA	Pocillopora_acuta_HIv1_PredGene_g27748.t1
OG0002308	Mcavernosa29122-RA	Pocillopora_acuta_HIv1_PredGene_g8427.t1, Pocillopora_acuta_HIv1_PredGene_g21708.t1, Pocillopora_acuta_HIv1_PredGene_g17465.t1, Pocillopora_acuta_HIv1_PredGene_g5833.t1, Pocillopora_acuta_HIv1_PredGene_g13401.t1
OG0002309	Mcavernosa14634-RA, Mcavernosa14645-RA	Pocillopora_acuta_HIv1_PredGene_g28358.t1, Pocillopora_acuta_HIv1_PredGene_g14549.t1
OG0002311	Mcavernosa25713-RA	Pocillopora_acuta_HIv1_PredGene_12335_t, Pocillopora_acuta_HIv1_PredGene_g10067.t1, Pocillopora_acuta_HIv1_PredGene_g10066.t1
OG0002312	Mcavernosa22282-RA	Pocillopora_acuta_HIv1_PredGene_g15900.t1, Pocillopora_acuta_HIv1_PredGene_g13560.t1, Pocillopora_acuta_HIv1_PredGene_22166_t, Pocillopora_acuta_HIv1_PredGene_24470_t
OG0002314	Mcavernosa02587-RA, Mcavernosa13800-RA	Pocillopora_acuta_HIv1_PredGene_g8608.t1, Pocillopora_acuta_HIv1_PredGene_26568_t
OG0002315	Mcavernosa13787-RA	Pocillopora_acuta_HIv1_PredGene_g18456.t1
OG0002315	Mcavernosa13791-RA	Pocillopora_acuta_HIv1_PredGene_g18457.t1
OG0002316	Mcavernosa08338-RA	Pocillopora_acuta_HIv1_PredGene_g815.t3, Pocillopora_acuta_HIv1_PredGene_g815.t1, Pocillopora_acuta_HIv1_PredGene_g815.t2, Pocillopora_acuta_HIv1_PredGene_g31992.t2, Pocillopora_acuta_HIv1_PredGene_g31992.t1
OG0002317	Mcavernosa22626-RA	Pocillopora_acuta_HIv1_PredGene_7949_t, Pocillopora_acuta_HIv1_PredGene_g23535.t1, Pocillopora_acuta_HIv1_PredGene_g23535.t2, Pocillopora_acuta_HIv1_PredGene_g28800.t1, Pocillopora_acuta_HIv1_PredGene_g1560.t1
OG0002318	Mcavernosa06935-RA	Pocillopora_acuta_HIv1_PredGene_g18234.t1
OG0002318	Mcavernosa06936-RA	Pocillopora_acuta_HIv1_PredGene_g18233.t1
OG0002319	Mcavernosa19520-RA	Pocillopora_acuta_HIv1_PredGene_g1319.t2, Pocillopora_acuta_HIv1_PredGene_g1319.t1
OG0002321	Mcavernosa28987-RA, Mcavernosa12386-RA	Pocillopora_acuta_HIv1_PredGene_g23958.t1, Pocillopora_acuta_HIv1_PredGene_g13458.t1
OG0002322	Mcavernosa03243-RA, Mcavernosa03242-RA	Pocillopora_acuta_HIv1_PredGene_g2811.t1
OG0002322	Mcavernosa03241-RA	Pocillopora_acuta_HIv1_PredGene_g2812.t1
OG0002323	Mcavernosa17007-RA	Pocillopora_acuta_HIv1_PredGene_g31477.t1, Pocillopora_acuta_HIv1_PredGene_g31476.t1
OG0002324	Mcavernosa18971-RA	Pocillopora_acuta_HIv1_PredGene_g8030.t1
OG0002325	Mcavernosa01728-RA	Pocillopora_acuta_HIv1_PredGene_g19220.t1, Pocillopora_acuta_HIv1_PredGene_13624_t
OG0002326	Mcavernosa01423-RA	Pocillopora_acuta_HIv1_PredGene_8208_t, Pocillopora_acuta_HIv1_PredGene_g28962.t1
OG0002326	Mcavernosa01422-RA	Pocillopora_acuta_HIv1_PredGene_g28963.t1
OG0002327	Mcavernosa31688-RA	Pocillopora_acuta_HIv1_PredGene_g2107.t1, Pocillopora_acuta_HIv1_PredGene_g18105.t1
OG0002327	Mcavernosa31689-RA	Pocillopora_acuta_HIv1_PredGene_g2108.t1, Pocillopora_acuta_HIv1_PredGene_g18104.t1
OG0002328	Mcavernosa31680-RA, Mcavernosa31681-RA	Pocillopora_acuta_HIv1_PredGene_g18110.t1, Pocillopora_acuta_HIv1_PredGene_g18110.t2
OG0002330	Mcavernosa06625-RA	Pocillopora_acuta_HIv1_PredGene_g910.t1, Pocillopora_acuta_HIv1_PredGene_g910.t2
OG0002330	Mcavernosa06629-RA	Pocillopora_acuta_HIv1_PredGene_g911.t1
OG0002333	Mcavernosa30874-RA	Pocillopora_acuta_HIv1_PredGene_g20122.t1
OG0002334	Mcavernosa06393-RA	Pocillopora_acuta_HIv1_PredGene_g14393.t1, Pocillopora_acuta_HIv1_PredGene_g14393.t2, Pocillopora_acuta_HIv1_PredGene_g11603.t1
OG0002335	Mcavernosa34807-RA, Mcavernosa16831-RA, Mcavernosa03344-RA	Pocillopora_acuta_HIv1_PredGene_g3656.t1, Pocillopora_acuta_HIv1_PredGene_g22595.t1
OG0002336	Mcavernosa00839-RA	Pocillopora_acuta_HIv1_PredGene_g6631.t2, Pocillopora_acuta_HIv1_PredGene_g6631.t1
OG0002337	Mcavernosa26350-RA, Mcavernosa26351-RA, Mcavernosa26348-RA, Mcavernosa26352-RA	Pocillopora_acuta_HIv1_PredGene_g1862.t1, Pocillopora_acuta_HIv1_PredGene_g1862.t2
OG0002338	Mcavernosa21527-RA	Pocillopora_acuta_HIv1_PredGene_g2371.t1
OG0002338	Mcavernosa21528-RA	Pocillopora_acuta_HIv1_PredGene_g13925.t1
OG0002339	Mcavernosa21162-RA	Pocillopora_acuta_HIv1_PredGene_g24321.t1
OG0002339	Mcavernosa31122-RA	Pocillopora_acuta_HIv1_PredGene_14491_t, Pocillopora_acuta_HIv1_PredGene_g12377.t1
OG0002340	Mcavernosa06386-RA	Pocillopora_acuta_HIv1_PredGene_g12363.t1
OG0002340	Mcavernosa06388-RA	Pocillopora_acuta_HIv1_PredGene_g12364.t1
OG0002341	Mcavernosa21183-RA	Pocillopora_acuta_HIv1_PredGene_g28223.t4, Pocillopora_acuta_HIv1_PredGene_g28223.t1, Pocillopora_acuta_HIv1_PredGene_g28223.t3, Pocillopora_acuta_HIv1_PredGene_g28223.t2
OG0002343	Mcavernosa34942-RA	Pocillopora_acuta_HIv1_PredGene_25797_t, Pocillopora_acuta_HIv1_PredGene_g10548.t1
OG0002344	Mcavernosa18689-RA, Mcavernosa18691-RA	Pocillopora_acuta_HIv1_PredGene_g30233.t1
OG0002345	Mcavernosa20675-RA	Pocillopora_acuta_HIv1_PredGene_g1578.t1, Pocillopora_acuta_HIv1_PredGene_g23517.t1, Pocillopora_acuta_HIv1_PredGene_g25562.t1
OG0002346	Mcavernosa17209-RA, Mcavernosa33235-RA, Mcavernosa33236-RA, Mcavernosa33234-RA, Mcavernosa17208-RA	Pocillopora_acuta_HIv1_PredGene_g30101.t1
OG0002347	Mcavernosa15912-RA	Pocillopora_acuta_HIv1_PredGene_g32808.t1, Pocillopora_acuta_HIv1_PredGene_g32808.t2, Pocillopora_acuta_HIv1_PredGene_g32809.t1
OG0002348	Mcavernosa14336-RA	Pocillopora_acuta_HIv1_PredGene_g5179.t1
OG0002350	Mcavernosa06860-RA	Pocillopora_acuta_HIv1_PredGene_14335_t, Pocillopora_acuta_HIv1_PredGene_g30844.t1
OG0002351	Mcavernosa30530-RA, Mcavernosa03423-RA, Mcavernosa03409-RA, Mcavernosa03422-RA, Mcavernosa03414-RA	Pocillopora_acuta_HIv1_PredGene_g14465.t1
OG0002352	Mcavernosa26755-RA	Pocillopora_acuta_HIv1_PredGene_g10638.t1, Pocillopora_acuta_HIv1_PredGene_g24098.t1
OG0002353	Mcavernosa05564-RA	Pocillopora_acuta_HIv1_PredGene_8170_t, Pocillopora_acuta_HIv1_PredGene_g28924.t1
OG0002354	Mcavernosa25008-RA	Pocillopora_acuta_HIv1_PredGene_g33392.t1, Pocillopora_acuta_HIv1_PredGene_g188.t1
OG0002354	Mcavernosa24236-RA	Pocillopora_acuta_HIv1_PredGene_g33394.t1
OG0002355	Mcavernosa27030-RA	Pocillopora_acuta_HIv1_PredGene_11834_t, Pocillopora_acuta_HIv1_PredGene_g32200.t1, Pocillopora_acuta_HIv1_PredGene_g32199.t1
OG0002356	Mcavernosa19583-RA	Pocillopora_acuta_HIv1_PredGene_g30586.t1, Pocillopora_acuta_HIv1_PredGene_g30586.t2, Pocillopora_acuta_HIv1_PredGene_g12489.t1, Pocillopora_acuta_HIv1_PredGene_g12489.t2
OG0002357	Mcavernosa00067-RA	Pocillopora_acuta_HIv1_PredGene_g8272.t1
OG0002360	Mcavernosa09847-RA	Pocillopora_acuta_HIv1_PredGene_g17271.t1
OG0002361	Mcavernosa12375-RA, Mcavernosa23725-RA, Mcavernosa33857-RA	Pocillopora_acuta_HIv1_PredGene_g22302.t2, Pocillopora_acuta_HIv1_PredGene_g22302.t1
OG0002362	Mcavernosa00167-RA	Pocillopora_acuta_HIv1_PredGene_g16399.t1, Pocillopora_acuta_HIv1_PredGene_g16398.t1
OG0002362	Mcavernosa00164-RA	Pocillopora_acuta_HIv1_PredGene_g16397.t1
OG0002363	Mcavernosa04695-RA	Pocillopora_acuta_HIv1_PredGene_g17922.t2
OG0002365	Mcavernosa19626-RA	Pocillopora_acuta_HIv1_PredGene_g9234.t1, Pocillopora_acuta_HIv1_PredGene_7713_t
OG0002366	Mcavernosa21962-RA	Pocillopora_acuta_HIv1_PredGene_g1021.t1, Pocillopora_acuta_HIv1_PredGene_g1021.t3
OG0002366	Mcavernosa21964-RA	Pocillopora_acuta_HIv1_PredGene_g1021.t2
OG0002367	Mcavernosa06299-RA, Mcavernosa06296-RA	Pocillopora_acuta_HIv1_PredGene_g13876.t2, Pocillopora_acuta_HIv1_PredGene_g13876.t1, Pocillopora_acuta_HIv1_PredGene_g5204.t1
OG0002368	Mcavernosa15580-RA	Pocillopora_acuta_HIv1_PredGene_18036_t, Pocillopora_acuta_HIv1_PredGene_g29463.t1
OG0002368	Mcavernosa15566-RA	Pocillopora_acuta_HIv1_PredGene_g29461.t1
OG0002369	Mcavernosa13008-RA, Mcavernosa13005-RA, Mcavernosa13011-RA	Pocillopora_acuta_HIv1_PredGene_g21800.t1, Pocillopora_acuta_HIv1_PredGene_g27239.t1
OG0002370	Mcavernosa20680-RA	Pocillopora_acuta_HIv1_PredGene_g9573.t1, Pocillopora_acuta_HIv1_PredGene_g9573.t3, Pocillopora_acuta_HIv1_PredGene_g9573.t2, Pocillopora_acuta_HIv1_PredGene_18951_t
OG0002371	Mcavernosa25362-RA	Pocillopora_acuta_HIv1_PredGene_g26316.t1
OG0002372	Mcavernosa15391-RA	Pocillopora_acuta_HIv1_PredGene_g23841.t1, Pocillopora_acuta_HIv1_PredGene_g28146.t1
OG0002373	Mcavernosa12292-RA, Mcavernosa12296-RA, Mcavernosa12293-RA	Pocillopora_acuta_HIv1_PredGene_g30435.t1
OG0002374	Mcavernosa09012-RA	Pocillopora_acuta_HIv1_PredGene_g2441.t1
OG0002374	Mcavernosa09013-RA	Pocillopora_acuta_HIv1_PredGene_g2442.t1
